|6.6.6
antigorite_1.tab                                                                                    
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           7
T(K)           P(bar)         rho,kg/m3      rho,kg/m3      SIO2,wt%       MGO,wt%        fo,vo%        
  923.150        29339.7        2685.56                 NaN   45.0374        42.6506                 NaN
  923.150        29349.7        2685.60                 NaN   45.0374        42.6506                 NaN
  923.150        29359.7        2685.65                 NaN   45.0374        42.6506                 NaN
  923.150        29369.7        2685.69                 NaN   45.0374        42.6506                 NaN
  923.150        29379.7        2685.74                 NaN   45.0374        42.6506                 NaN
  923.150        29389.7        2685.78                 NaN   45.0374        42.6506                 NaN
  923.150        29399.7        2685.83                 NaN   45.0374        42.6506                 NaN
  923.150        29409.7        2685.87                 NaN   45.0374        42.6506                 NaN
  923.150        29419.7        2685.92                 NaN   45.0374        42.6506                 NaN
  923.150        29429.7        2685.96                 NaN   45.0374        42.6506                 NaN
  923.150        29439.7        2686.01                 NaN   45.0374        42.6506                 NaN
  923.150        29449.7        2686.05                 NaN   45.0374        42.6506                 NaN
  923.150        29459.7        2686.10                 NaN   45.0374        42.6506                 NaN
  923.150        29469.7        2686.14                 NaN   45.0374        42.6506                 NaN
  923.150        29479.7        2686.19                 NaN   45.0374        42.6506                 NaN
  923.150        29489.7        2686.23                 NaN   45.0374        42.6506                 NaN
  923.150        29499.7        2686.28                 NaN   45.0374        42.6506                 NaN
  923.150        29509.8        2686.33                 NaN   45.0374        42.6506                 NaN
  923.150        29519.8        2686.37                 NaN   45.0374        42.6506                 NaN
  923.150        29529.8        2686.42                 NaN   45.0374        42.6506                 NaN
  923.150        29539.8        2686.46                 NaN   45.0374        42.6506                 NaN
  923.150        29549.8        2686.51                 NaN   45.0374        42.6506                 NaN
  923.150        29559.8        2686.55                 NaN   45.0374        42.6506                 NaN
  923.150        29569.8        2686.60                 NaN   45.0374        42.6506                 NaN
  923.150        29579.8        2686.64                 NaN   45.0374        42.6506                 NaN
  923.150        29589.8        2686.69                 NaN   45.0374        42.6506                 NaN
  923.150        29599.8        2686.73                 NaN   45.0374        42.6506                 NaN
  923.150        29609.8        2686.78                 NaN   45.0374        42.6506                 NaN
  923.150        29619.8        2686.82                 NaN   45.0374        42.6506                 NaN
